<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.10.02	21:35:00	3847.63	3848.39	3846.28	3848.23	821	0	21
2025.10.02	21:40:00	3848.21	3848.52	3847.66	3848.19	644	0	21
2025.10.02	21:45:00	3848.20	3849.15	3847.96	3849.07	573	0	21
2025.10.02	21:50:00	3849.06	3851.49	3848.83	3850.79	1033	0	22
2025.10.02	21:55:00	3850.78	3851.21	3850.44	3850.94	741	0	23
2025.10.02	22:00:00	3850.96	3856.47	3850.58	3856.33	1146	0	23
2025.10.02	22:05:00	3856.28	3858.75	3855.49	3856.48	1395	0	29
2025.10.02	22:10:00	3856.51	3856.56	3854.11	3854.37	1067	0	29
2025.10.02	22:15:00	3854.44	3857.90	3854.39	3857.17	942	0	22
2025.10.02	22:20:00	3857.12	3859.09	3856.38	3856.99	1142	0	22
2025.10.02	22:25:00	3856.98	3857.53	3856.34	3857.11	810	0	23
2025.10.02	22:30:00	3857.15	3858.04	3855.74	3857.61	885	0	21
2025.10.02	22:35:00	3857.62	3857.69	3855.51	3856.45	804	0	21
2025.10.02	22:40:00	3856.40	3857.19	3855.83	3856.58	716	0	21
2025.10.02	22:45:00	3856.29	3857.05	3855.51	3857.02	755	0	21
2025.10.02	22:50:00	3856.98	3856.98	3855.96	3856.18	648	0	21
2025.10.02	22:55:00	3856.19	3856.71	3852.98	3855.56	1577	0	21
2025.10.02	23:00:00	3855.54	3856.29	3854.58	3855.44	604	0	24
2025.10.02	23:05:00	3855.43	3858.60	3855.34	3858.27	505	0	20
2025.10.02	23:10:00	3858.28	3859.34	3856.34	3857.20	491	0	20
2025.10.02	23:15:00	3857.18	3857.34	3856.69	3856.80	246	0	20
2025.10.02	23:20:00	3856.81	3857.60	3856.37	3857.47	225	0	20
2025.10.02	23:25:00	3857.38	3857.43	3855.99	3856.25	309	0	20
2025.10.02	23:30:00	3856.24	3856.65	3855.92	3855.98	278	0	20
2025.10.02	23:35:00	3856.00	3856.86	3855.97	3855.97	224	0	20
2025.10.02	23:40:00	3855.87	3855.87	3854.81	3855.21	258	0	31
2025.10.02	23:45:00	3855.22	3855.72	3854.42	3855.64	245	0	31
2025.10.02	23:50:00	3855.74	3855.80	3853.50	3855.28	176	0	31
2025.10.02	23:55:00	3855.22	3856.59	3854.80	3856.41	214	0	31
2025.10.03	01:00:00	3855.74	3858.79	3855.74	3857.19	710	0	28
2025.10.03	01:05:00	3857.17	3858.52	3856.69	3857.24	298	0	28
2025.10.03	01:10:00	3856.81	3856.81	3853.05	3853.32	363	0	28
2025.10.03	01:15:00	3853.29	3853.76	3852.21	3853.69	411	0	28
2025.10.03	01:20:00	3853.67	3855.25	3853.23	3853.51	328	0	28
2025.10.03	01:25:00	3853.54	3855.62	3853.54	3854.43	294	0	28
2025.10.03	01:30:00	3854.41	3856.00	3854.17	3854.43	367	0	28
2025.10.03	01:35:00	3854.44	3857.17	3854.40	3857.00	309	0	28
2025.10.03	01:40:00	3856.97	3857.75	3856.96	3857.47	286	0	28
2025.10.03	01:45:00	3857.58	3858.36	3856.50	3857.20	303	0	28
2025.10.03	01:50:00	3857.21	3857.82	3856.78	3856.90	167	0	28
2025.10.03	01:55:00	3856.91	3857.47	3856.90	3857.13	159	0	28
2025.10.03	02:00:00	3857.14	3858.51	3857.03	3858.17	332	0	28
2025.10.03	02:05:00	3858.15	3858.63	3857.44	3857.51	253	0	28
2025.10.03	02:10:00	3857.52	3858.15	3857.39	3857.66	232	0	28
2025.10.03	02:15:00	3857.67	3857.94	3857.48	3857.70	270	0	28
2025.10.03	02:20:00	3857.69	3857.77	3856.89	3857.67	241	0	28
2025.10.03	02:25:00	3857.68	3858.81	3857.68	3858.42	250	0	28
2025.10.03	02:30:00	3858.43	3860.08	3858.09	3859.84	425	0	28
2025.10.03	02:35:00	3859.82	3862.81	3859.73	3861.19	450	0	28
2025.10.03	02:40:00	3861.11	3862.19	3860.81	3862.05	400	0	28
2025.10.03	02:45:00	3862.01	3863.73	3861.42	3862.98	565	0	28
2025.10.03	02:50:00	3862.96	3863.55	3862.27	3862.36	470	0	28
2025.10.03	02:55:00	3862.41	3862.71	3862.29	3862.45	336	0	28
2025.10.03	03:00:00	3862.30	3862.76	3860.11	3860.27	724	0	28
2025.10.03	03:05:00	3860.16	3860.85	3857.39	3859.91	755	0	28
2025.10.03	03:10:00	3859.86	3861.87	3858.00	3861.28	596	0	28
2025.10.03	03:15:00	3861.21	3862.19	3859.79	3860.37	562	0	28
2025.10.03	03:20:00	3860.43	3860.48	3857.97	3858.77	949	0	28
2025.10.03	03:25:00	3858.76	3859.73	3857.53	3858.63	686	0	28
2025.10.03	03:30:00	3858.62	3859.23	3856.50	3856.96	643	0	28
2025.10.03	03:35:00	3856.90	3858.98	3856.90	3858.44	814	0	28
2025.10.03	03:40:00	3858.43	3858.85	3857.42	3858.40	588	0	28
2025.10.03	03:45:00	3858.48	3859.14	3857.06	3857.08	525	0	28
2025.10.03	03:50:00	3857.05	3857.91	3856.50	3857.51	543	0	28
2025.10.03	03:55:00	3857.39	3857.80	3856.44	3856.97	434	0	28
2025.10.03	04:00:00	3856.87	3859.35	3856.36	3859.35	640	0	28
2025.10.03	04:05:00	3859.34	3862.65	3856.51	3858.31	1618	0	28
2025.10.03	04:10:00	3858.30	3858.57	3853.44	3856.67	1140	0	28
2025.10.03	04:15:00	3856.74	3857.50	3854.56	3855.49	802	0	28
2025.10.03	04:20:00	3855.48	3855.57	3850.92	3851.81	1178	0	28
2025.10.03	04:25:00	3851.80	3852.41	3850.44	3851.54	950	0	28
2025.10.03	04:30:00	3851.71	3852.93	3847.37	3849.22	1255	0	28
2025.10.03	04:35:00	3849.20	3854.61	3848.28	3854.05	1160	0	28
2025.10.03	04:40:00	3854.08	3856.27	3853.50	3856.10	1135	0	28
2025.10.03	04:45:00	3856.13	3858.72	3854.71	3858.70	1445	0	28
2025.10.03	04:50:00	3858.67	3859.76	3857.97	3859.75	807	0	28
2025.10.03	04:55:00	3859.76	3859.79	3857.96	3858.49	708	0	28
2025.10.03	05:00:00	3858.50	3859.10	3857.19	3858.16	749	0	28
2025.10.03	05:05:00	3858.05	3858.08	3856.55	3857.43	604	0	28
2025.10.03	05:10:00	3857.45	3857.75	3855.41	3856.04	543	0	28
2025.10.03	05:15:00	3856.02	3857.83	3855.08	3856.90	816	0	28
2025.10.03	05:20:00	3856.96	3857.19	3854.79	3855.00	602	0	28
2025.10.03	05:25:00	3855.05	3856.13	3854.24	3855.06	498	0	28
2025.10.03	05:30:00	3855.03	3855.36	3851.93	3852.23	661	0	28
2025.10.03	05:35:00	3852.20	3852.44	3849.44	3850.22	910	0	28
2025.10.03	05:40:00	3850.20	3851.74	3849.34	3849.65	703	0	28
2025.10.03	05:45:00	3849.49	3852.33	3849.33	3851.11	697	0	28
2025.10.03	05:50:00	3851.18	3851.22	3847.68	3849.97	754	0	28
2025.10.03	05:55:00	3850.04	3850.68	3847.92	3848.20	566	0	28
2025.10.03	06:00:00	3848.01	3850.67	3847.80	3850.55	802	0	28
2025.10.03	06:05:00	3850.54	3850.91	3848.14	3850.24	597	0	28
2025.10.03	06:10:00	3850.26	3850.26	3845.12	3847.68	836	0	28
2025.10.03	06:15:00	3847.76	3848.81	3843.65	3844.35	730	0	28
2025.10.03	06:20:00	3844.37	3844.51	3840.53	3841.55	1341	0	28
2025.10.03	06:25:00	3841.97	3843.11	3839.88	3839.97	889	0	28
2025.10.03	06:30:00	3840.00	3841.45	3838.09	3838.49	1212	0	28
2025.10.03	06:35:00	3838.62	3841.26	3838.44	3839.04	959	0	28
2025.10.03	06:40:00	3839.06	3842.25	3837.98	3840.79	1104	0	28
2025.10.03	06:45:00	3840.72	3843.79	3839.22	3841.45	1255	0	28
2025.10.03	06:50:00	3841.56	3841.60	3839.29	3839.78	669	0	28
2025.10.03	06:55:00	3839.70	3842.83	3839.55	3842.66	571	0	28
2025.10.03	07:00:00	3842.55	3844.69	3841.62	3844.69	586	0	28
2025.10.03	07:05:00	3844.71	3845.22	3843.88	3844.30	608	0	28
2025.10.03	07:10:00	3844.29	3845.78	3843.34	3845.36	459	0	28
2025.10.03	07:15:00	3845.31	3845.42	3843.31	3844.29	376	0	28
2025.10.03	07:20:00	3844.26	3846.04	3843.76	3845.87	403	0	28
2025.10.03	07:25:00	3845.86	3848.29	3844.95	3844.96	886	0	28
2025.10.03	07:30:00	3844.96	3845.06	3843.59	3844.18	686	0	28
2025.10.03	07:35:00	3844.17	3845.90	3844.10	3845.34	620	0	28
2025.10.03	07:40:00	3845.35	3845.43	3843.14	3845.13	616	0	28
2025.10.03	07:45:00	3845.15	3845.15	3844.22	3844.40	408	0	28
2025.10.03	07:50:00	3844.41	3845.16	3843.44	3844.12	425	0	28
2025.10.03	07:55:00	3844.13	3844.87	3843.56	3843.99	421	0	28
2025.10.03	08:00:00	3844.08	3846.57	3843.92	3846.41	487	0	28
2025.10.03	08:05:00	3846.40	3848.15	3844.74	3844.78	812	0	28
2025.10.03	08:10:00	3844.73	3850.77	3844.72	3850.73	866	0	28
2025.10.03	08:15:00	3850.67	3854.38	3850.44	3853.90	1055	0	28
2025.10.03	08:20:00	3853.87	3855.41	3851.76	3853.61	952	0	28
2025.10.03	08:25:00	3853.59	3854.59	3852.52	3853.99	765	0	28
2025.10.03	08:30:00	3853.98	3857.81	3853.98	3856.94	1037	0	28
2025.10.03	08:35:00	3856.96	3857.65	3855.88	3857.25	712	0	28
2025.10.03	08:40:00	3857.30	3857.34	3855.09	3855.61	727	0	28
2025.10.03	08:45:00	3855.67	3856.46	3853.41	3856.35	708	0	28
2025.10.03	08:50:00	3856.39	3859.18	3856.24	3856.37	897	0	28
2025.10.03	08:55:00	3856.20	3856.21	3854.35	3855.10	719	0	28
2025.10.03	09:00:00	3855.08	3855.42	3850.91	3852.44	1099	0	28
2025.10.03	09:05:00	3852.45	3858.69	3852.17	3858.28	1137	0	28
2025.10.03	09:10:00	3858.27	3859.32	3857.35	3859.21	845	0	28
2025.10.03	09:15:00	3859.26	3860.21	3858.43	3860.09	810	0	28
2025.10.03	09:20:00	3860.08	3860.35	3858.51	3859.38	674	0	28
2025.10.03	09:25:00	3859.40	3860.71	3858.51	3860.71	557	0	28
2025.10.03	09:30:00	3860.66	3860.95	3857.73	3858.21	864	0	28
2025.10.03	09:35:00	3858.31	3860.78	3858.31	3860.68	658	0	28
2025.10.03	09:40:00	3860.70	3860.71	3857.85	3858.05	670	0	28
2025.10.03	09:45:00	3858.06	3859.29	3855.92	3857.00	812	0	28
2025.10.03	09:50:00	3857.02	3858.79	3855.34	3858.41	675	0	28
2025.10.03	09:55:00	3858.35	3859.25	3857.19	3859.13	558	0	28
2025.10.03	10:00:00	3859.16	3861.00	3858.49	3858.53	1033	0	17
2025.10.03	10:05:00	3858.77	3860.47	3858.48	3858.92	783	0	17
2025.10.03	10:10:00	3858.84	3859.99	3857.10	3858.77	721	0	17
2025.10.03	10:15:00	3858.74	3860.72	3857.83	3859.88	878	0	17
2025.10.03	10:20:00	3859.95	3862.94	3859.95	3862.58	817	0	19
2025.10.03	10:25:00	3862.51	3863.07	3861.57	3862.87	781	0	18
2025.10.03	10:30:00	3862.89	3863.13	3861.44	3862.17	595	0	17
2025.10.03	10:35:00	3862.16	3863.56	3861.54	3863.41	613	0	17
2025.10.03	10:40:00	3863.42	3865.14	3862.59	3864.41	767	0	17
2025.10.03	10:45:00	3864.31	3864.37	3862.73	3862.92	615	0	18
2025.10.03	10:50:00	3862.94	3864.02	3862.75	3863.78	415	0	17
2025.10.03	10:55:00	3863.73	3865.18	3863.49	3864.25	582	0	17
2025.10.03	11:00:00	3864.28	3864.68	3863.35	3863.86	764	0	17
2025.10.03	11:05:00	3863.82	3865.70	3863.47	3863.56	683	0	17
2025.10.03	11:10:00	3863.53	3863.82	3861.38	3861.68	709	0	19
2025.10.03	11:15:00	3861.77	3862.91	3860.78	3862.26	736	0	19
2025.10.03	11:20:00	3862.24	3862.88	3860.18	3861.93	689	0	21
2025.10.03	11:25:00	3861.91	3863.50	3861.27	3862.91	566	0	19
2025.10.03	11:30:00	3862.91	3863.38	3861.53	3862.16	744	0	17
2025.10.03	11:35:00	3862.13	3863.73	3861.97	3862.74	511	0	17
2025.10.03	11:40:00	3862.79	3863.03	3861.46	3863.03	514	0	17
2025.10.03	11:45:00	3863.00	3863.24	3860.98	3861.32	621	0	18
2025.10.03	11:50:00	3861.31	3862.93	3860.66	3862.93	557	0	20
2025.10.03	11:55:00	3862.93	3865.43	3862.93	3864.84	545	0	17
2025.10.03	12:00:00	3864.68	3864.92	3860.91	3861.43	593	0	17
2025.10.03	12:05:00	3861.42	3861.97	3859.82	3861.12	650	0	17
2025.10.03	12:10:00	3861.07	3861.60	3860.19	3860.75	472	0	17
2025.10.03	12:15:00	3860.92	3861.12	3858.49	3859.32	627	0	17
2025.10.03	12:20:00	3859.46	3859.63	3856.98	3858.57	693	0	22
2025.10.03	12:25:00	3858.56	3859.27	3857.54	3859.24	640	0	17
2025.10.03	12:30:00	3859.24	3860.55	3858.07	3860.22	749	0	17
2025.10.03	12:35:00	3860.21	3860.72	3859.38	3860.15	576	0	17
2025.10.03	12:40:00	3860.16	3860.82	3859.78	3859.94	424	0	17
2025.10.03	12:45:00	3859.95	3860.57	3858.66	3859.72	493	0	17
2025.10.03	12:50:00	3859.71	3862.88	3859.62	3862.65	687	0	17
2025.10.03	12:55:00	3862.64	3864.73	3862.28	3864.32	596	0	17
2025.10.03	13:00:00	3864.34	3865.27	3864.10	3864.58	621	0	21
2025.10.03	13:05:00	3864.65	3865.75	3864.32	3865.14	682	0	17
2025.10.03	13:10:00	3865.09	3865.59	3863.50	3865.37	535	0	17
2025.10.03	13:15:00	3865.43	3866.20	3863.51	3864.56	595	0	25
2025.10.03	13:20:00	3864.57	3864.57	3862.57	3862.69	478	0	18
2025.10.03	13:25:00	3862.60	3863.79	3862.46	3863.31	615	0	17
2025.10.03	13:30:00	3863.33	3863.75	3862.68	3862.99	546	0	17
2025.10.03	13:35:00	3862.98	3865.41	3862.13	3865.26	975	0	20
2025.10.03	13:40:00	3865.25	3867.46	3865.23	3865.53	976	0	23
2025.10.03	13:45:00	3865.54	3866.13	3863.60	3864.28	719	0	21
2025.10.03	13:50:00	3864.26	3867.71	3863.85	3866.58	858	0	21
2025.10.03	13:55:00	3866.60	3867.54	3864.49	3865.70	1147	0	21
2025.10.03	14:00:00	3865.70	3867.12	3863.53	3864.21	930	0	24
2025.10.03	14:05:00	3864.11	3865.60	3863.53	3864.66	949	0	21
2025.10.03	14:10:00	3864.59	3865.40	3862.17	3862.39	1021	0	21
2025.10.03	14:15:00	3862.38	3862.39	3857.55	3861.16	1295	0	22
2025.10.03	14:20:00	3861.17	3861.62	3858.41	3859.46	1005	0	22
2025.10.03	14:25:00	3859.48	3861.71	3858.67	3858.87	1027	0	21
2025.10.03	14:30:00	3858.85	3859.64	3854.84	3857.34	1326	0	21
2025.10.03	14:35:00	3857.32	3860.35	3856.47	3859.97	1577	0	21
2025.10.03	14:40:00	3859.95	3861.14	3859.78	3860.04	820	0	21
2025.10.03	14:45:00	3860.13	3862.70	3859.15	3862.47	1023	0	22
2025.10.03	14:50:00	3862.48	3864.39	3862.09	3864.11	799	0	22
2025.10.03	14:55:00	3864.10	3864.48	3861.16	3862.08	811	0	23
2025.10.03	15:00:00	3862.14	3864.20	3861.08	3863.40	1148	0	22
2025.10.03	15:05:00	3863.38	3864.24	3861.21	3861.57	1048	0	21
2025.10.03	15:10:00	3861.56	3864.28	3860.74	3864.27	1099	0	21
2025.10.03	15:15:00	3864.27	3865.12	3861.18	3861.33	1026	0	22
2025.10.03	15:20:00	3861.23	3863.61	3860.58	3863.40	1267	0	21
2025.10.03	15:25:00	3863.42	3864.11	3861.58	3863.88	844	0	21
2025.10.03	15:30:00	3863.80	3869.26	3862.95	3867.44	1556	0	22
2025.10.03	15:35:00	3867.56	3868.57	3866.59	3867.57	1880	0	21
2025.10.03	15:40:00	3867.61	3870.79	3867.28	3870.67	1722	0	21
2025.10.03	15:45:00	3870.85	3871.51	3869.58	3870.76	1643	0	21
2025.10.03	15:50:00	3870.75	3871.52	3869.54	3870.62	1330	0	21
2025.10.03	15:55:00	3870.64	3875.04	3869.93	3873.98	2260	0	21
2025.10.03	16:00:00	3874.00	3875.90	3871.71	3872.20	2003	0	23
2025.10.03	16:05:00	3872.14	3875.95	3870.20	3875.29	2103	0	21
2025.10.03	16:10:00	3875.28	3877.85	3874.17	3877.23	1696	0	21
2025.10.03	16:15:00	3877.24	3880.00	3875.99	3879.61	1766	0	21
2025.10.03	16:20:00	3879.51	3884.47	3879.22	3882.57	1980	0	21
2025.10.03	16:25:00	3882.59	3883.95	3880.84	3881.30	2025	0	21
2025.10.03	16:30:00	3881.27	3884.75	3872.73	3884.35	3093	0	24
2025.10.03	16:35:00	3884.36	3885.47	3881.61	3883.67	2670	0	24
2025.10.03	16:40:00	3883.56	3887.48	3882.67	3886.88	2167	0	21
2025.10.03	16:45:00	3886.84	3890.86	3880.93	3883.40	2956	0	21
2025.10.03	16:50:00	3883.51	3886.45	3880.40	3884.23	2965	0	21
2025.10.03	16:55:00	3884.32	3884.83	3881.93	3882.90	2471	0	21
2025.10.03	17:00:00	3882.90	3885.36	3879.25	3879.40	3594	0	21
2025.10.03	17:05:00	3879.39	3881.98	3871.06	3875.64	3839	0	21
2025.10.03	17:10:00	3875.62	3879.33	3866.36	3867.21	3489	0	22
2025.10.03	17:15:00	3867.17	3876.13	3866.79	3874.39	3445	0	21
2025.10.03	17:20:00	3874.41	3877.02	3872.85	3875.41	2821	0	21
2025.10.03	17:25:00	3875.45	3879.92	3873.66	3879.16	3113	0	21
2025.10.03	17:30:00	3879.14	3880.23	3875.65	3876.86	2291	0	21
2025.10.03	17:35:00	3876.83	3878.33	3872.87	3874.47	2436	0	23
2025.10.03	17:40:00	3874.49	3876.22	3872.63	3874.98	2126	0	22
2025.10.03	17:45:00	3874.97	3880.66	3874.20	3880.50	2392	0	21
2025.10.03	17:50:00	3880.51	3881.29	3876.19	3877.01	2632	0	21
2025.10.03	17:55:00	3877.00	3880.11	3876.77	3879.71	1861	0	21
2025.10.03	18:00:00	3879.68	3881.77	3876.46	3878.80	2033	0	21
2025.10.03	18:05:00	3878.81	3882.04	3873.89	3876.73	1969	0	21
2025.10.03	18:10:00	3876.72	3880.79	3875.33	3880.41	1869	0	21
2025.10.03	18:15:00	3880.43	3881.21	3878.16	3879.65	1768	0	21
2025.10.03	18:20:00	3879.68	3886.66	3879.29	3886.07	1824	0	21
2025.10.03	18:25:00	3886.05	3889.12	3885.06	3887.77	2002	0	22
2025.10.03	18:30:00	3887.78	3888.56	3884.37	3885.59	2348	0	21
2025.10.03	18:35:00	3885.62	3888.90	3885.45	3887.07	1721	0	21
2025.10.03	18:40:00	3887.09	3887.83	3884.18	3886.86	1710	0	21
2025.10.03	18:45:00	3886.87	3887.60	3885.41	3886.98	1561	0	21
2025.10.03	18:50:00	3887.00	3890.35	3886.91	3889.30	1520	0	21
2025.10.03	18:55:00	3889.31	3891.63	3889.13	3889.54	1512	0	21
2025.10.03	19:00:00	3889.63	3889.83	3886.69	3888.33	1600	0	21
2025.10.03	19:05:00	3888.37	3889.07	3887.19	3887.45	1362	0	25
2025.10.03	19:10:00	3887.42	3887.88	3884.31	3886.30	1460	0	25
2025.10.03	19:15:00	3886.28	3886.46	3880.88	3880.88	1504	0	26
2025.10.03	19:20:00	3880.91	3884.05	3880.59	3883.96	1514	0	26
2025.10.03	19:25:00	3884.01	3884.15	3881.45	3882.80	1401	0	22
2025.10.03	19:30:00	3882.80	3883.28	3881.04	3881.17	1157	0	22
2025.10.03	19:35:00	3881.16	3883.53	3881.00	3882.00	1157	0	22
2025.10.03	19:40:00	3881.98	3884.23	3881.20	3882.19	1022	0	21
2025.10.03	19:45:00	3882.25	3883.80	3880.71	3883.78	1167	0	21
2025.10.03	19:50:00	3883.79	3884.67	3882.69	3883.37	914	0	21
2025.10.03	19:55:00	3883.38	3884.19	3882.50	3884.00	1092	0	21
2025.10.03	20:00:00	3883.88	3883.97	3881.85	3881.87	1162	0	22
2025.10.03	20:05:00	3881.78	3883.57	3880.76	3883.48	1357	0	27
2025.10.03	20:10:00	3883.44	3884.90	3881.11	3883.62	1392	0	28
2025.10.03	20:15:00	3883.67	3885.69	3883.67	3884.94	1528	0	22
2025.10.03	20:20:00	3884.95	3885.97	3883.99	3885.25	1501	0	22
2025.10.03	20:25:00	3885.26	3885.96	3883.38	3883.64	1357	0	23
2025.10.03	20:30:00	3883.66	3885.24	3881.38	3883.95	1631	0	26
2025.10.03	20:35:00	3883.91	3885.78	3883.90	3884.64	1360	0	21
2025.10.03	20:40:00	3884.65	3884.80	3882.77	3884.78	1032	0	21
2025.10.03	20:45:00	3884.76	3885.23	3881.05	3881.50	1444	0	21
2025.10.03	20:50:00	3881.49	3881.97	3876.96	3878.04	2033	0	26
2025.10.03	20:55:00	3878.13	3882.36	3877.82	3881.81	1860	0	27
2025.10.03	21:00:00	3881.99	3883.36	3881.33	3881.48	1381	0	24
2025.10.03	21:05:00	3881.49	3882.63	3880.03	3881.37	1447	0	22
2025.10.03	21:10:00	3881.43	3884.97	3881.42	3882.45	1481	0	22
2025.10.03	21:15:00	3882.46	3883.41	3881.55	3882.55	1121	0	21
2025.10.03	21:20:00	3882.53	3885.09	3882.14	3884.78	971	0	21
2025.10.03	21:25:00	3884.84	3885.17	3884.13	3884.38	850	0	21
2025.10.03	21:30:00	3884.37	3887.51	3884.31	3887.09	935	0	21
2025.10.03	21:35:00	3887.03	3889.26	3886.71	3888.45	1134	0	22
2025.10.03	21:40:00	3888.46	3888.87	3887.15	3888.35	919	0	22
2025.10.03	21:45:00	3888.34	3888.95	3887.98	3888.28	852	0	21
2025.10.03	21:50:00	3888.27	3888.59	3885.56	3886.65	1215	0	22
2025.10.03	21:55:00	3886.67	3887.27	3884.53	3886.10	1040	0	24
2025.10.03	22:00:00	3886.08	3886.98	3883.51	3886.82	1323	0	23
2025.10.03	22:05:00	3886.68	3887.71	3885.16	3886.48	1165	0	26
2025.10.03	22:10:00	3886.51	3888.12	3886.51	3887.60	848	0	21
2025.10.03	22:15:00	3887.58	3888.63	3886.60	3886.62	856	0	21
2025.10.03	22:20:00	3886.61	3887.30	3886.04	3886.30	672	0	21
2025.10.03	22:25:00	3886.43	3887.16	3885.75	3886.72	581	0	21
2025.10.03	22:30:00	3886.71	3888.02	3885.91	3887.82	719	0	22
2025.10.03	22:35:00	3887.81	3888.86	3887.32	3888.00	746	0	23
2025.10.03	22:40:00	3888.11	3888.21	3886.35	3886.76	715	0	23
2025.10.03	22:45:00	3886.73	3887.97	3885.84	3887.70	802	0	24
2025.10.03	22:50:00	3887.62	3889.12	3886.49	3887.08	1143	0	28
2025.10.03	22:55:00	3887.28	3887.45	3884.55	3885.64	1320	0	26
2025.10.03	23:00:00	3885.63	3887.23	3884.85	3886.89	609	0	20
2025.10.03	23:05:00	3886.83	3887.02	3886.10	3886.75	411	0	20
2025.10.03	23:10:00	3886.80	3886.80	3884.64	3885.01	406	0	20
2025.10.03	23:15:00	3885.00	3885.14	3884.01	3884.68	208	0	20
2025.10.03	23:20:00	3884.69	3885.10	3883.62	3883.73	255	0	20
2025.10.03	23:25:00	3883.72	3884.37	3883.66	3884.37	241	0	20
2025.10.03	23:30:00	3884.29	3884.31	3882.98	3884.15	324	0	20
2025.10.03	23:35:00	3884.13	3884.48	3883.53	3884.08	313	0	23
2025.10.03	23:40:00	3884.08	3884.97	3883.85	3884.66	395	0	24
2025.10.03	23:45:00	3884.77	3885.84	3884.26	3885.80	542	0	31
2025.10.03	23:50:00	3885.81	3886.81	3885.26	3886.60	588	0	31
2025.10.03	23:55:00	3886.55	3887.57	3886.15	3886.50	250	0	31
2025.10.06	01:00:00	3888.83	3892.13	3886.21	3888.39	612	0	28
2025.10.06	01:05:00	3888.43	3889.90	3886.06	3886.17	1129	0	28
2025.10.06	01:10:00	3886.21	3890.93	3884.19	3890.39	678	0	28
2025.10.06	01:15:00	3890.43	3893.72	3889.38	3889.41	1023	0	28
2025.10.06	01:20:00	3889.42	3892.77	3888.22	3891.96	946	0	28
2025.10.06	01:25:00	3891.95	3894.00	3891.86	3893.88	860	0	28
2025.10.06	01:30:00	3893.81	3893.81	3890.23	3893.22	1061	0	28
2025.10.06	01:35:00	3893.29	3893.82	3891.97	3893.24	621	0	28
2025.10.06	01:40:00	3893.27	3894.40	3893.12	3893.73	339	0	28
2025.10.06	01:45:00	3893.53	3895.04	3892.73	3894.16	386	0	28
2025.10.06	01:50:00	3894.21	3896.07	3893.92	3894.04	577	0	28
2025.10.06	01:55:00	3894.01	3900.39	3893.06	3899.40	640	0	28
2025.10.06	02:00:00	3899.37	3918.94	3898.24	3917.23	4440	0	28
2025.10.06	02:05:00	3917.33	3920.86	3907.58	3912.40	2495	0	28
2025.10.06	02:10:00	3912.51	3912.82	3907.85	3909.86	1529	0	28
2025.10.06	02:15:00	3909.60	3911.94	3907.37	3909.04	1732	0	28
2025.10.06	02:20:00	3909.09	3910.66	3907.92	3909.71	1156	0	28
2025.10.06	02:25:00	3909.55	3912.51	3907.87	3910.58	1040	0	28
2025.10.06	02:30:00	3910.57	3911.75	3907.90	3910.45	1020	0	28
2025.10.06	02:35:00	3910.33	3911.24	3908.22	3911.20	729	0	28
2025.10.06	02:40:00	3911.21	3911.34	3908.34	3911.03	837	0	28
2025.10.06	02:45:00	3911.07	3911.59	3909.54	3909.99	1042	0	28
2025.10.06	02:50:00	3909.98	3911.45	3907.83	3909.03	1360	0	28
2025.10.06	02:55:00	3909.01	3910.42	3908.05	3909.68	1157	0	28
2025.10.06	03:00:00	3909.89	3910.01	3904.23	3905.11	2161	0	28
2025.10.06	03:05:00	3905.34	3907.08	3902.56	3906.96	2114	0	28
2025.10.06	03:10:00	3906.98	3907.17	3900.35	3904.48	2056	0	28
2025.10.06	03:15:00	3904.47	3906.38	3903.63	3904.74	2423	0	28
2025.10.06	03:20:00	3904.75	3906.19	3899.11	3900.06	1707	0	28
2025.10.06	03:25:00	3900.04	3902.57	3899.19	3902.36	1701	0	28
2025.10.06	03:30:00	3902.35	3905.06	3900.69	3905.06	1549	0	28
2025.10.06	03:35:00	3905.11	3905.79	3901.38	3902.14	1420	0	28
2025.10.06	03:40:00	3902.07	3906.14	3901.81	3904.91	1398	0	28
2025.10.06	03:45:00	3904.88	3906.59	3902.15	3902.17	1279	0	28
2025.10.06	03:50:00	3902.23	3903.46	3900.52	3900.52	1288	0	28
2025.10.06	03:55:00	3900.53	3901.69	3900.14	3900.56	1175	0	28
2025.10.06	04:00:00	3900.64	3902.04	3899.79	3901.44	1107	0	28
2025.10.06	04:05:00	3901.49	3906.67	3901.14	3905.59	1217	0	28
2025.10.06	04:10:00	3905.58	3908.13	3904.86	3906.21	1063	0	28
2025.10.06	04:15:00	3906.19	3907.63	3903.76	3904.33	1485	0	28
2025.10.06	04:20:00	3904.36	3904.36	3901.29	3903.71	1176	0	28
2025.10.06	04:25:00	3903.76	3906.47	3903.06	3903.09	1202	0	28
2025.10.06	04:30:00	3903.05	3906.55	3902.48	3906.51	1450	0	28
2025.10.06	04:35:00	3906.26	3908.12	3905.88	3907.40	898	0	28
2025.10.06	04:40:00	3907.41	3911.02	3906.95	3910.24	1074	0	28
2025.10.06	04:45:00	3910.25	3912.73	3909.10	3912.21	1187	0	28
2025.10.06	04:50:00	3912.23	3916.47	3911.26	3916.29	1226	0	28
2025.10.06	04:55:00	3916.30	3918.29	3915.30	3917.96	1169	0	28
